unique_id,url_length,n_redirection,phishing
29293,17,2,0
29294,15,0,0
29295,39,0,1
29296,14,0,0
29297,23,0,0
29298,27,0,0
29299,51,0,1
29300,24,0,0
29301,21,0,0
29302,73,0,1
29303,43,0,1
29304,42,0,1
29305,28,2,0
29306,122,0,1
29307,92,1,1
29308,230,1,1
29309,29,2,1
29310,17,2,0
29311,13,1,0
29312,24,0,0
29313,17,1,0
29314,26,0,0
29315,23,1,0
29316,21,0,0
29317,25,-1,0
29318,46,0,1
29319,110,0,1
29320,28,-1,1
29321,28,0,1
29322,103,2,1
29323,10,2,0
29324,8,0,0
29325,26,1,0
29326,35,1,1
29327,126,0,1
29328,21,0,0
29329,22,0,0
29330,16,0,0
29331,15,0,0
29332,64,-1,1
29333,12,-1,0
29334,30,1,1
29335,55,1,1
29336,38,0,1
29337,16,-1,0
29338,26,1,0
29339,22,-1,0
29340,16,0,0
29341,19,1,0
29342,33,0,1
29343,20,0,0
29344,34,0,0
29345,49,0,1
29346,18,2,0
29347,20,3,0
29348,15,1,1
29349,31,0,1
29350,27,1,0
29351,81,0,1
29352,39,0,1
29353,98,0,1
29354,15,1,0
29355,25,0,1
29356,13,0,0
29357,37,0,0
29358,12,2,0
29359,51,0,1
29360,16,0,0
29361,38,0,1
29362,13,0,0
29363,83,1,1
29364,22,0,0
29365,17,1,0
29366,25,0,0
29367,29,0,0
29368,35,0,1
29369,67,0,1
29370,28,0,0
29371,67,0,1
29372,51,0,0
29373,60,1,0
29374,14,0,0
29375,13,0,0
29376,238,0,1
29377,16,0,0
29378,25,0,0
29379,13,-1,0
29380,87,0,1
29381,94,0,1
29382,24,0,0
29383,18,0,0
29384,7,1,0
29385,18,0,0
29386,20,0,0
29387,21,0,0
29388,17,1,0
29389,37,0,1
29390,18,0,0
29391,34,0,0
29392,14,0,0
29393,14,-1,0
29394,16,0,0
29395,76,0,1
29396,14,2,0
29397,9,2,0
29398,15,-1,0
29399,58,1,1
29400,19,0,0
29401,27,0,1
29402,65,0,0
29403,29,0,1
29404,23,2,0
29405,22,0,0
29406,23,1,1
29407,15,1,0
29408,18,0,0
29409,24,1,0
29410,19,1,0
29411,19,0,0
29412,21,0,0
29413,20,1,0
29414,18,1,0
29415,22,0,0
29416,141,0,1
29417,41,0,1
29418,16,0,0
29419,18,0,0
29420,18,0,0
29421,28,1,0
29422,47,0,0
29423,60,0,1
29424,13,2,1
29425,14,-1,0
29426,49,0,0
29427,14,0,0
29428,24,0,1
29429,8,1,0
29430,73,0,1
29431,139,2,0
29432,10,0,0
29433,46,2,1
29434,20,0,1
29435,20,0,0
29436,63,0,1
29437,22,1,0
29438,13,1,0
29439,19,1,0
29440,29,0,0
29441,44,0,1
29442,18,0,0
29443,15,0,0
29444,20,0,0
29445,26,2,0
29446,19,1,0
29447,677,0,1
29448,16,0,0
29449,22,0,0
29450,16,1,0
29451,64,0,1
29452,104,1,1
29453,44,0,1
29454,66,1,1
29455,20,2,0
29456,17,1,0
29457,21,0,0
29458,51,0,1
29459,30,0,0
29460,22,1,0
29461,47,1,1
29462,34,0,0
29463,30,-1,0
29464,22,0,0
29465,28,2,0
29466,15,0,0
29467,31,-1,0
29468,19,0,0
29469,54,0,1
29470,14,0,1
29471,22,0,0
29472,20,2,0
29473,19,1,0
29474,27,0,1
29475,49,1,1
29476,28,0,1
29477,51,1,1
29478,30,0,1
29479,18,1,0
29480,57,0,1
29481,22,0,0
29482,190,2,1
29483,25,0,1
29484,22,0,0
29485,16,0,1
29486,53,0,1
29487,15,0,0
29488,72,4,1
29489,38,1,0
29490,94,-1,1
29491,24,0,0
29492,14,1,0
29493,52,0,1
29494,16,1,0
29495,18,2,0
29496,21,1,0
29497,16,1,0
29498,26,0,0
29499,12,-1,0
29500,30,0,1
29501,16,1,0
29502,18,1,0
29503,22,4,1
29504,16,1,0
29505,22,1,0
29506,16,0,0
29507,42,0,1
29508,16,-1,0
29509,21,0,0
29510,16,0,1
29511,13,1,0
29512,22,0,0
29513,13,1,0
29514,27,-1,0
29515,16,0,1
29516,16,0,0
29517,41,0,1
29518,27,0,0
29519,13,0,1
29520,15,0,0
29521,77,0,1
29522,29,1,0
29523,30,0,0
29524,23,0,1
29525,32,0,1
29526,74,0,1
29527,10,0,0
29528,11,1,0
29529,15,1,0
29530,11,0,0
29531,12,1,0
29532,37,0,1
29533,31,0,1
29534,11,1,1
29535,41,0,1
29536,62,1,1
29537,31,1,1
29538,50,1,1
29539,16,0,0
29540,36,0,1
29541,52,0,1
29542,18,0,0
29543,16,0,0
29544,14,2,0
29545,25,0,1
29546,25,1,0
29547,68,2,1
29548,29,1,0
29549,30,1,0
29550,17,0,0
29551,117,0,1
29552,52,0,1
29553,31,0,0
29554,38,0,1
29555,19,0,0
29556,37,1,0
29557,39,0,1
29558,15,1,0
29559,17,0,0
29560,23,1,0
29561,15,0,0
29562,21,0,0
29563,18,1,0
29564,14,0,0
29565,15,0,0
29566,14,-1,0
29567,18,1,0
29568,18,0,0
29569,17,1,0
29570,22,0,1
29571,161,0,1
29572,21,1,0
29573,32,0,0
29574,19,1,0
29575,28,1,0
29576,16,1,0
29577,16,0,0
29578,17,1,0
29579,24,0,0
29580,67,0,1
29581,21,1,1
29582,28,0,0
29583,78,0,1
29584,27,1,0
29585,23,0,0
29586,71,1,1
29587,65,0,1
29588,16,0,0
29589,47,1,1
29590,23,0,0
29591,103,0,1
29592,124,0,0
29593,23,1,0
29594,59,1,1
29595,22,0,0
29596,70,0,1
29597,14,1,0
29598,10,0,0
29599,21,-1,0
29600,82,0,1
29601,19,1,0
29602,47,1,1
29603,14,2,0
29604,23,0,0
29605,14,1,0
29606,19,0,0
29607,69,0,1
29608,18,0,0
29609,24,0,0
29610,13,1,0
29611,8,1,0
29612,12,2,0
29613,47,0,1
29614,43,0,1
29615,34,2,1
29616,21,1,0
29617,11,1,0
29618,17,0,0
29619,23,4,0
29620,18,0,0
29621,21,0,1
29622,24,-1,0
29623,76,0,1
29624,23,0,0
29625,16,0,0
29626,24,-1,0
29627,129,0,1
29628,16,0,0
29629,123,0,1
29630,23,-1,0
29631,43,0,1
29632,33,0,1
29633,14,0,0
29634,21,0,0
29635,15,0,1
29636,15,1,0
29637,61,1,1
29638,29,3,1
29639,35,0,1
29640,21,0,0
29641,114,0,1
29642,15,0,0
29643,20,2,0
29644,71,0,1
29645,279,0,1
29646,37,0,1
29647,20,0,0
29648,64,-1,1
29649,35,1,0
29650,28,2,0
29651,15,0,1
29652,20,1,0
29653,14,-1,0
29654,21,1,0
29655,18,0,0
29656,13,1,0
29657,56,0,1
29658,26,0,0
29659,40,1,1
29660,20,1,0
29661,19,0,0
29662,40,1,1
29663,11,0,0
29664,41,0,1
29665,33,0,1
29666,59,0,0
29667,19,1,0
29668,16,1,0
29669,6,0,0
29670,56,1,0
29671,33,3,0
29672,14,0,0
29673,112,0,1
29674,12,1,1
29675,11,0,1
29676,19,0,0
29677,30,-1,0
29678,40,0,1
29679,16,-1,0
29680,24,1,0
29681,16,0,0
29682,22,-1,0
29683,20,1,0
29684,35,0,1
29685,18,3,0
29686,28,0,1
29687,27,0,0
29688,14,0,0
29689,28,0,0
29690,24,0,0
29691,41,0,1
29692,30,1,1
29693,23,1,0
29694,33,0,0
29695,50,0,1
29696,30,-1,0
29697,24,0,0
29698,23,0,0
29699,27,1,0
29700,17,0,1
29701,66,1,1
29702,14,0,0
29703,54,1,1
29704,45,0,1
29705,119,1,1
29706,9,1,0
29707,27,0,0
29708,17,-1,1
29709,16,0,0
29710,120,-1,1
29711,13,0,0
29712,62,0,1
29713,30,-1,0
29714,18,1,0
29715,47,0,1
29716,11,1,0
29717,12,0,0
29718,24,0,0
29719,23,1,0
29720,14,1,0
29721,32,0,1
29722,19,-1,0
29723,19,1,0
29724,179,0,1
29725,12,2,0
29726,15,1,1
29727,16,1,0
29728,21,2,0
29729,19,0,0
29730,18,1,1
29731,35,0,1
29732,28,1,1
29733,16,0,1
29734,17,0,1
29735,17,1,0
29736,20,0,0
29737,34,0,1
29738,19,1,0
29739,44,2,1
29740,11,1,0
29741,20,2,0
29742,29,0,0
29743,138,-1,1
29744,28,1,0
29745,92,0,1
29746,47,0,0
29747,25,0,0
29748,16,0,0
29749,21,1,0
29750,45,0,0
29751,22,1,0
29752,33,1,0
29753,12,1,0
29754,25,0,1
29755,30,2,0
29756,29,0,1
29757,90,0,1
29758,19,1,0
29759,15,0,0
29760,26,1,0
29761,56,0,1
29762,47,0,1
29763,14,1,0
29764,54,0,1
29765,26,1,0
29766,22,1,0
29767,14,0,0
29768,15,1,0
29769,21,0,0
29770,95,-1,0
29771,18,1,0
29772,18,0,0
29773,37,0,1
29774,76,0,1
29775,47,0,0
29776,19,0,0
29777,130,2,1
29778,38,0,1
29779,17,0,0
29780,24,0,0
29781,59,1,1
29782,13,0,0
29783,74,0,1
29784,26,1,0
29785,15,-1,0
29786,17,0,0
29787,45,0,1
29788,52,0,1
29789,22,0,1
29790,17,0,0
29791,24,0,1
29792,7,0,0
29793,12,1,0
29794,224,1,1
29795,27,1,0
29796,21,0,0
29797,99,0,1
29798,18,2,0
29799,24,1,0
29800,13,0,0
29801,18,1,0
29802,14,1,0
29803,21,1,0
29804,23,0,0
29805,16,-1,0
29806,21,-1,0
29807,10,3,0
29808,19,2,0
29809,30,0,0
29810,52,0,1
29811,17,0,0
29812,64,0,1
29813,22,-1,0
29814,7,0,1
29815,34,0,1
29816,18,-1,0
29817,13,0,0
29818,21,0,1
29819,34,0,0
29820,27,0,1
29821,18,0,0
29822,17,1,0
29823,20,0,0
29824,89,0,1
29825,103,1,0
29826,93,1,1
29827,45,0,1
29828,40,0,1
29829,18,0,0
29830,25,1,0
29831,81,0,1
29832,269,2,1
29833,17,1,0
29834,14,-1,0
29835,19,1,1
29836,47,1,1
29837,30,0,1
29838,65,0,1
29839,22,1,0
29840,19,0,0
29841,14,1,0
29842,16,0,0
29843,15,0,1
29844,24,0,0
29845,14,2,0
29846,44,0,1
29847,18,0,0
29848,16,1,0
29849,52,0,1
29850,34,-1,1
29851,39,-1,0
29852,21,0,0
29853,63,0,1
29854,18,0,1
29855,14,1,0
29856,13,0,0
29857,18,1,0
29858,18,0,0
29859,33,1,1
29860,16,-1,0
29861,35,0,0
29862,18,0,0
29863,14,0,1
29864,12,1,0
29865,71,1,1
29866,76,0,1
29867,24,0,0
29868,74,0,1
29869,20,1,0
29870,20,1,0
29871,13,0,0
29872,28,1,0
29873,30,0,1
29874,17,2,0
29875,17,3,0
29876,192,0,1
29877,27,0,1
29878,31,0,1
29879,20,0,0
29880,21,0,1
29881,27,1,1
29882,31,0,0
29883,14,1,0
29884,26,-1,0
29885,22,1,1
29886,16,1,1
29887,13,2,0
29888,53,0,0
29889,12,1,0
29890,16,1,0
29891,21,0,0
29892,19,0,0
29893,46,0,1
29894,46,0,1
29895,46,0,1
29896,12,-1,0
29897,16,0,0
29898,52,0,1
29899,18,0,0
29900,21,0,0
29901,20,1,0
29902,15,-1,0
29903,17,1,0
29904,12,0,0
29905,61,0,1
29906,17,0,0
29907,65,0,1
29908,71,0,1
29909,17,2,0
29910,98,1,0
29911,41,0,0
29912,46,0,1
29913,31,1,0
29914,70,1,1
29915,111,0,1
29916,70,0,1
29917,21,0,0
29918,17,1,0
29919,23,0,0
29920,15,1,0
29921,16,0,0
29922,42,0,1
29923,12,0,0
29924,146,1,1
29925,164,0,1
29926,18,1,0
29927,15,0,1
29928,43,0,1
29929,17,0,0
29930,20,-1,0
29931,41,0,0
29932,49,1,1
29933,17,0,0
29934,22,0,0
29935,83,0,1
29936,38,0,1
29937,49,0,1
29938,24,1,1
29939,22,1,0
29940,18,1,0
29941,18,0,0
29942,21,0,0
29943,61,0,1
29944,16,0,0
29945,26,1,0
29946,26,1,1
29947,32,1,0
29948,19,1,1
29949,280,0,1
29950,28,0,0
29951,17,1,0
29952,10,0,0
29953,38,1,0
29954,71,0,1
29955,98,0,1
29956,17,1,0
29957,50,0,1
29958,23,-1,0
29959,49,0,1
29960,53,1,1
29961,65,0,1
29962,21,0,0
29963,10,1,0
29964,14,1,0
29965,25,1,0
29966,18,0,0
29967,22,1,1
29968,40,0,1
29969,13,1,0
29970,263,0,1
29971,24,1,0
29972,22,1,0
29973,19,0,0
29974,18,1,0
29975,20,0,0
29976,19,0,0
29977,24,0,0
29978,13,0,0
29979,20,1,0
29980,53,3,1
29981,19,0,0
29982,16,1,0
29983,77,0,1
29984,16,0,0
29985,18,0,0
29986,19,1,1
29987,38,0,1
29988,58,0,1
29989,30,0,0
29990,20,1,0
29991,13,1,0
29992,91,0,1
29993,221,0,1
29994,19,0,0
29995,24,0,0
29996,18,-1,0
29997,15,1,0
29998,63,0,1
29999,19,0,0
30000,18,-1,0
30001,18,0,0
30002,11,1,0
30003,37,3,1
30004,12,0,0
30005,37,0,1
30006,25,0,0
30007,12,1,0
30008,11,0,1
30009,227,0,1
30010,61,0,1
30011,23,0,0
30012,21,0,0
30013,33,1,1
30014,22,0,1
30015,25,0,0
30016,15,1,0
30017,26,0,1
30018,68,0,1
30019,19,0,0
30020,26,0,1
30021,83,0,1
30022,17,1,0
30023,8,2,0
30024,21,0,1
30025,16,1,0
30026,21,0,0
30027,14,0,0
30028,100,0,1
30029,18,0,0
30030,18,0,0
30031,21,1,0
30032,18,0,0
30033,27,1,0
30034,52,0,1
30035,14,0,0
30036,5,-1,0
30037,12,-1,0
30038,23,1,0
30039,29,0,1
30040,63,0,1
30041,10,-1,0
30042,36,0,1
30043,39,0,1
30044,9,1,0
30045,48,0,1
30046,23,0,1
30047,15,1,0
30048,478,0,1
30049,43,0,1
30050,25,2,0
30051,11,1,0
30052,40,0,1
30053,35,0,1
30054,21,0,1
30055,23,1,0
30056,19,1,0
30057,35,0,1
30058,94,0,1
30059,18,1,0
30060,21,0,0
30061,24,0,0
30062,29,0,0
30063,40,2,1
30064,22,1,0
30065,14,4,1
30066,16,1,0
30067,32,0,0
30068,28,1,0
30069,13,1,0
30070,79,0,1
30071,20,0,0
30072,17,1,0
30073,21,0,1
30074,18,1,0
30075,20,0,0
30076,10,0,0
30077,50,0,1
30078,17,-1,0
30079,43,0,1
30080,29,-1,0
30081,73,0,1
30082,49,0,1
30083,19,-1,1
30084,15,3,1
30085,12,0,0
30086,16,0,0
30087,20,1,0
30088,14,0,0
30089,40,0,1
30090,8,1,0
30091,29,0,0
30092,15,1,0
30093,15,1,1
30094,23,0,0
30095,62,0,1
30096,18,1,0
30097,16,0,0
30098,48,2,1
30099,17,0,0
30100,65,0,1
30101,26,0,1
30102,15,0,0
30103,21,0,1
30104,183,0,1
30105,21,1,0
30106,20,0,0
30107,134,0,1
30108,70,1,1
30109,27,0,0
30110,13,1,0
30111,18,0,0
30112,45,-1,1
30113,84,1,1
30114,61,0,0
30115,16,2,0
30116,14,-1,0
30117,27,1,0
30118,45,0,1
30119,20,0,0
30120,21,1,0
30121,32,1,1
30122,18,-1,0
30123,67,0,1
30124,46,0,0
30125,34,1,1
30126,18,0,0
30127,39,0,1
30128,17,0,0
30129,40,0,1
30130,20,0,0
30131,40,0,1
30132,25,0,0
30133,17,1,0
30134,59,0,1
30135,51,1,1
30136,18,0,0
30137,16,0,0
30138,12,-1,0
30139,52,0,1
30140,26,0,0
30141,41,1,0
30142,18,1,0
30143,6,0,0
30144,164,0,1
30145,31,0,1
30146,21,0,0
30147,29,0,1
30148,15,2,0
30149,37,0,1
30150,37,0,0
30151,32,0,0
30152,18,0,0
30153,20,1,0
30154,13,0,0
30155,83,0,1
30156,21,0,0
30157,57,0,1
30158,10,0,0
30159,16,-1,0
30160,14,0,0
30161,46,0,1
30162,38,0,1
30163,19,2,0
30164,19,0,0
30165,24,0,0
30166,78,0,1
30167,43,2,1
30168,19,1,0
30169,8,0,0
30170,140,0,1
30171,11,1,0
30172,78,1,1
30173,20,1,0
30174,15,1,0
30175,242,2,1
30176,86,1,0
30177,17,2,0
30178,21,1,0
30179,64,0,1
30180,53,0,1
30181,48,0,1
30182,21,1,0
30183,18,0,0
30184,25,0,0
30185,16,0,0
30186,63,2,0
30187,16,0,1
30188,48,0,1
30189,37,0,1
30190,56,2,1
30191,17,0,0
30192,17,0,0
30193,18,1,0
30194,55,0,1
30195,44,0,1
30196,21,0,0
30197,19,1,0
30198,68,0,1
30199,255,1,1
30200,45,0,1
30201,24,3,0
30202,26,-1,0
30203,68,1,0
30204,25,1,0
30205,33,1,1
30206,16,1,0
30207,19,0,0
30208,23,2,0
30209,18,1,0
30210,18,0,0
30211,24,-1,0
30212,19,1,0
30213,67,0,1
30214,18,0,0
30215,23,0,0
30216,53,0,1
30217,37,0,0
30218,56,0,1
30219,14,0,0
30220,28,3,0
30221,61,0,1
30222,102,2,1
30223,15,1,0
30224,16,1,0
30225,72,0,1
30226,22,1,0
30227,21,1,1
30228,12,1,0
30229,20,0,0
30230,31,0,0
30231,17,0,0
30232,19,0,0
30233,17,0,0
30234,53,2,1
30235,19,0,0
30236,13,0,1
30237,22,1,1
30238,23,0,0
30239,17,-1,0
30240,20,0,0
30241,83,0,1
30242,31,0,0
30243,24,1,0
30244,170,2,1
30245,15,1,0
30246,16,1,0
30247,51,0,0
30248,31,1,1
30249,16,0,0
30250,28,0,0
30251,19,0,0
30252,30,0,1
30253,27,0,1
30254,12,0,0
30255,117,1,1
30256,16,0,0
30257,34,0,0
30258,20,2,0
30259,14,-1,0
30260,29,0,1
30261,27,0,0
30262,29,0,0
30263,22,1,0
30264,11,2,0
30265,21,0,0
30266,28,0,0
30267,67,0,1
30268,46,0,1
30269,16,2,0
30270,18,0,1
30271,21,0,0
30272,11,0,0
30273,17,0,0
30274,45,1,1
30275,21,1,0
30276,27,0,1
30277,18,-1,0
30278,22,2,0
30279,21,2,0
30280,33,2,1
30281,14,2,0
30282,56,1,1
30283,67,2,0
30284,22,1,1
30285,14,0,0
30286,28,0,0
30287,24,1,0
30288,41,0,1
30289,36,0,1
30290,28,0,0
30291,17,0,0
30292,18,1,0
30293,15,0,0
30294,50,0,1
30295,18,1,0
30296,35,2,1
30297,10,0,0
30298,52,1,1
30299,21,0,0
30300,28,4,0
30301,70,0,0
30302,48,0,1
30303,58,0,1
30304,25,0,0
30305,52,0,1
30306,30,1,0
30307,17,0,0
30308,21,1,0
30309,26,0,0
30310,19,0,1
30311,20,1,0
30312,285,0,1
30313,27,0,1
30314,27,0,0
30315,20,1,0
30316,20,1,0
30317,25,-1,0
30318,15,0,1
30319,29,1,1
30320,28,1,0
30321,15,0,0
30322,43,0,1
30323,16,1,0
30324,29,0,0
30325,17,-1,1
30326,17,0,0
30327,22,2,0
30328,62,0,1
30329,28,1,1
30330,16,0,0
30331,46,1,0
30332,206,0,1
30333,23,1,0
30334,19,0,0
30335,39,0,1
30336,19,1,0
30337,27,0,1
30338,16,1,0
30339,30,-1,0
30340,20,1,0
30341,20,1,0
30342,17,0,0
30343,63,0,1
30344,34,0,1
30345,28,0,0
30346,16,0,0
30347,23,1,0
30348,23,0,0
30349,24,0,0
30350,400,0,1
30351,63,0,1
30352,40,0,1
30353,77,0,1
30354,17,1,0
30355,42,0,0
30356,139,0,1
30357,14,0,0
30358,32,0,0
30359,25,0,1
30360,10,0,0
30361,24,3,0
30362,41,0,1
30363,20,1,0
30364,33,-1,0
30365,77,0,1
30366,61,0,1
30367,30,0,0
30368,17,-1,0
30369,33,0,1
30370,24,1,0
30371,19,0,0
30372,19,0,0
30373,12,1,0
30374,20,0,0
30375,61,0,1
30376,36,0,1
30377,10,-1,0
30378,22,0,0
30379,48,0,1
30380,20,0,0
30381,66,0,1
30382,31,2,0
30383,33,-1,0
30384,50,0,1
30385,26,-1,0
30386,18,0,0
30387,29,0,1
30388,15,0,0
30389,17,0,0
30390,20,1,0
30391,24,0,0
30392,15,0,0
30393,15,1,0
30394,45,0,1
30395,78,0,1
30396,18,0,0
30397,20,0,0
30398,148,1,1
30399,20,1,0
30400,35,1,1
30401,14,1,0
30402,63,1,1
30403,28,0,0
30404,13,0,1
30405,14,0,0
30406,19,-1,0
30407,45,1,1
30408,26,0,1
30409,19,0,0
30410,133,0,1
30411,16,0,0
30412,16,0,0
30413,39,0,1
30414,58,0,1
30415,58,3,0
30416,16,0,0
30417,18,1,0
30418,21,0,0
30419,17,3,0
30420,20,-1,0
30421,35,0,1
30422,20,0,0
30423,24,0,0
30424,35,1,1
30425,10,-1,0
30426,28,0,0
30427,24,0,0
30428,41,0,1
30429,12,0,0
30430,11,1,1
30431,24,0,0
30432,33,0,1
30433,24,0,1
30434,18,2,0
30435,23,0,0
30436,35,1,1
30437,30,0,0
30438,14,0,0
30439,76,1,1
30440,85,0,1
30441,42,0,1
30442,124,1,1
30443,14,-1,0
30444,15,0,0
30445,17,1,0
30446,15,0,0
30447,21,1,0
30448,28,1,0
30449,18,0,0
30450,21,-1,0
30451,17,1,0
30452,18,1,0
30453,20,2,0
30454,20,1,0
30455,49,0,1
30456,21,0,0
30457,24,1,0
30458,43,0,1
30459,34,0,1
30460,16,1,0
30461,36,0,1
30462,22,0,0
30463,13,0,0
30464,34,0,0
30465,165,-1,1
30466,13,0,0
30467,20,0,0
30468,12,0,0
30469,13,0,0
30470,17,0,0
30471,39,0,1
30472,22,0,0
30473,33,-1,0
30474,22,1,0
30475,51,0,1
30476,8,1,0
30477,32,0,0
30478,29,0,0
30479,15,3,0
30480,21,0,0
30481,28,1,0
30482,61,1,1
30483,39,0,1
30484,45,0,1
30485,119,0,1
30486,19,0,0
30487,20,1,0
30488,106,0,1
30489,44,0,1
30490,45,0,0
30491,29,1,0
30492,12,0,0
30493,17,0,0
30494,100,1,1
30495,19,-1,0
30496,15,0,0
30497,50,-1,1
30498,21,1,1
30499,29,1,1
30500,19,0,0
30501,32,0,1
30502,50,1,1
30503,9,0,0
30504,60,0,1
30505,23,3,0
30506,21,0,0
30507,19,1,0
30508,24,0,0
30509,18,0,0
30510,15,0,0
30511,24,2,0
30512,19,-1,0
30513,25,0,0
30514,21,0,0
30515,10,0,0
30516,18,2,0
30517,10,0,0
30518,19,0,0
30519,19,-1,0
30520,21,1,1
30521,22,0,0
30522,16,2,1
30523,61,0,1
30524,11,0,0
30525,12,1,0
30526,15,1,0
30527,52,0,1
30528,24,0,0
30529,15,0,0
30530,25,0,0
30531,48,0,1
30532,111,0,1
30533,17,0,0
30534,14,0,0
30535,20,1,1
30536,19,0,0
30537,19,0,0
30538,31,0,1
30539,41,1,0
30540,20,0,0
30541,69,0,1
30542,21,0,0
30543,11,1,0
30544,19,0,0
30545,13,2,0
30546,75,0,1
30547,44,1,1
30548,18,1,0
30549,18,-1,0
30550,17,-1,0
30551,16,0,0
30552,21,1,0
30553,26,1,0
30554,30,0,0
30555,21,2,0
30556,20,0,0
30557,33,0,1
30558,21,0,0
30559,14,-1,0
30560,26,0,0
30561,41,1,1
30562,16,0,0
30563,19,1,0
30564,84,1,1
30565,17,0,0
30566,171,1,1
30567,22,0,0
30568,18,0,0
30569,18,0,0
30570,52,1,0
30571,24,2,0
30572,31,0,0
30573,23,-1,0
30574,23,2,0
30575,20,1,0
30576,20,0,0
30577,25,-1,0
30578,31,1,1
30579,19,1,0
30580,15,1,0
30581,71,0,1
30582,112,-1,1
30583,26,0,0
30584,33,0,1
30585,268,0,1
30586,23,0,0
30587,23,1,0
30588,17,0,0
30589,47,0,1
30590,17,2,0
30591,23,0,0
30592,30,0,0
30593,26,0,0
30594,29,3,1
30595,30,1,1
30596,58,1,1
30597,16,1,0
30598,18,0,0
30599,18,0,0
30600,12,-1,0
30601,22,0,0
30602,16,0,1
30603,20,1,0
30604,46,0,0
30605,19,0,0
30606,14,1,0
30607,45,0,1
30608,132,0,1
30609,34,0,1
30610,23,0,0
30611,61,0,1
30612,26,0,0
30613,14,1,0
30614,45,0,1
30615,25,0,0
30616,28,0,0
30617,13,0,0
30618,25,0,0
30619,19,0,0
30620,34,1,1
30621,32,1,0
30622,42,0,1
30623,21,1,0
30624,19,-1,0
30625,14,3,0
30626,95,-1,0
30627,23,0,0
30628,30,0,1
30629,17,0,0
30630,7,1,0
30631,57,0,0
30632,20,0,0
30633,56,0,1
30634,20,0,1
30635,14,1,0
30636,22,2,1
30637,22,0,0
30638,19,0,0
30639,20,1,0
30640,43,0,1
30641,14,1,0
30642,43,0,1
30643,20,1,0
30644,12,1,0
30645,20,0,0
30646,19,0,0
30647,40,1,1
30648,69,0,1
30649,77,0,0
30650,12,1,0
30651,19,0,0
30652,28,0,0
30653,18,1,0
30654,19,1,0
30655,53,0,1
30656,21,0,0
30657,109,0,1
30658,11,1,0
30659,29,0,1
30660,18,0,0
30661,39,2,1
30662,26,0,0
30663,20,-1,0
30664,22,0,0
30665,26,0,0
30666,33,0,1
30667,31,1,1
30668,36,0,1
30669,29,1,1
30670,17,0,0
30671,21,-1,0
30672,20,-1,0
30673,56,0,1
30674,12,2,0
30675,14,1,0
30676,33,2,0
30677,22,1,0
30678,33,1,1
30679,74,-1,1
30680,28,0,1
30681,11,0,0
30682,11,0,0
30683,89,1,1
30684,15,0,0
30685,26,0,0
30686,12,0,0
30687,16,0,0
30688,55,1,1
30689,10,0,0
30690,12,1,0
30691,20,0,1
30692,37,2,0
30693,16,0,0
30694,19,1,0
30695,60,0,1
30696,19,0,0
30697,25,0,0
30698,195,1,1
30699,17,1,0
30700,51,1,1
30701,47,0,1
30702,17,1,0
30703,20,2,0
30704,14,1,0
30705,24,0,0
30706,107,0,1
30707,18,0,0
30708,13,0,0
30709,17,1,0
30710,10,0,0
30711,34,0,1
30712,22,0,1
30713,114,1,1
30714,19,-1,0
30715,15,1,0
30716,74,-1,1
30717,16,0,0
30718,32,0,0
30719,12,1,0
30720,14,0,1
30721,20,0,0
30722,17,0,0
30723,85,0,1
30724,33,3,1
30725,17,1,0
30726,20,0,1
30727,31,1,0
30728,22,0,0
30729,8,1,0
30730,23,0,1
30731,26,1,0
30732,16,-1,0
30733,15,0,1
30734,12,0,0
30735,74,0,1
30736,21,1,1
30737,115,0,1
30738,26,-1,0
30739,187,0,1
30740,18,0,0
30741,17,1,0
30742,29,1,0
30743,21,0,0
30744,205,0,1
30745,14,0,0
30746,20,2,0
30747,19,0,0
30748,124,0,1
30749,284,0,1
30750,33,0,1
30751,17,0,0
30752,39,0,1
30753,16,0,0
30754,18,0,0
30755,19,0,1
30756,90,2,1
30757,13,1,1
30758,96,0,1
30759,17,0,0
30760,18,1,0
30761,27,2,1
30762,17,0,0
30763,27,1,0
30764,38,0,0
30765,57,0,1
30766,23,0,0
30767,45,0,1
30768,63,-1,1
30769,18,2,0
30770,56,0,1
30771,21,0,1
30772,28,0,1
30773,22,0,0
30774,21,0,0
30775,113,0,1
30776,15,1,0
30777,20,0,0
30778,19,0,0
30779,17,1,0
30780,20,0,0
30781,24,0,0
30782,40,1,1
30783,29,1,0
30784,18,0,0
30785,10,2,0
30786,141,0,1
30787,90,0,1
30788,66,1,0
30789,27,0,1
30790,21,1,0
30791,18,0,0
30792,12,0,0
30793,16,-1,0
30794,29,0,1
30795,22,-1,0
30796,7,1,0
30797,10,0,0
30798,48,0,1
30799,289,0,1
30800,25,0,1
30801,32,2,1
30802,13,0,0
30803,12,-1,0
30804,19,0,0
30805,20,0,0
30806,15,0,0
30807,61,0,1
30808,57,0,1
30809,18,0,0
30810,24,0,0
30811,27,-1,0
30812,21,0,0
30813,61,0,1
30814,366,1,1
30815,21,0,0
30816,277,0,1
30817,18,-1,0
30818,9,0,0
30819,111,1,0
30820,20,0,0
30821,14,-1,0
30822,36,0,1
30823,22,0,1
30824,64,1,1
30825,17,1,0
30826,19,1,0
30827,26,0,0
30828,9,0,0
30829,37,0,1
30830,73,0,1
30831,16,1,0
30832,34,0,0
30833,68,0,1
