unique_id,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent
32618,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32619,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32620,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32621,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
32622,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32623,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32624,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32625,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
32626,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32628,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32629,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32630,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32631,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32632,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3
32633,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32634,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32635,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32636,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32637,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32638,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32639,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32640,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32641,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32642,1,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0
32643,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32644,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32645,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32646,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32647,4,0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,1
32648,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32649,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32650,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32651,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32652,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32653,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32654,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32655,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32656,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32657,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32658,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32659,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32660,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32661,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32662,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32663,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32664,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32665,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32666,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32669,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32671,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32672,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32673,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32674,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32675,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32676,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32677,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32678,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
32679,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32680,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32681,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32682,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32683,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32684,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
32685,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32686,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32687,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32688,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32689,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32690,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32691,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32692,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32693,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32694,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32695,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32696,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32697,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32698,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32699,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
32700,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32701,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32702,5,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1
32703,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32704,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32705,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32706,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32707,3,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0
32708,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32709,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32710,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32711,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32712,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32713,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32714,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32715,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32716,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32717,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32718,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32720,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32721,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32722,3,0,1,9,0,2,0,1,0,0,0,0,0,0,0,0,0
32723,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32724,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32725,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32726,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32727,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32728,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32729,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32730,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32731,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32732,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32733,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32734,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32735,3,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0
32736,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32737,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32738,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32739,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32740,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32741,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32742,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32743,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
32744,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32745,3,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0
32746,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32747,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32748,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32749,3,10,3,4,0,11,1,10,0,0,0,0,0,0,0,0,0
32750,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
32751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32752,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32753,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32755,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32756,1,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0
32757,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
32758,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32760,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32762,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32763,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32764,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32765,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32766,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32768,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
32769,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32770,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32772,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32773,7,0,0,3,0,13,0,12,0,0,0,1,0,0,0,0,0
32774,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32775,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32776,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32777,2,4,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0
32778,4,0,2,6,0,3,0,1,0,0,0,0,0,0,0,0,3
32779,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32780,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32781,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32782,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32783,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32784,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32785,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
32786,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20
32787,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32790,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32791,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32792,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
32793,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32794,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32795,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32796,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32797,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32798,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32799,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32800,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32801,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32802,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32803,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32805,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32806,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32807,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32808,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
32809,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32810,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32811,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32812,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32813,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
32814,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32815,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32816,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32818,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32819,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32820,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32821,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32822,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
32823,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32824,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32825,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32826,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32827,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32828,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32830,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
32831,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32832,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32833,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32834,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32835,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32836,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32837,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32838,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32839,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32840,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32841,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
32842,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
32843,3,4,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
32844,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32845,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32846,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32848,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32849,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32850,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32852,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32853,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32854,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32855,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32856,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32857,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32858,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
32859,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32860,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32861,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32862,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32863,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32864,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32865,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32866,6,4,1,7,1,1,0,1,0,0,0,0,0,0,0,0,0
32867,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32868,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32869,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32870,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32871,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32872,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32873,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32874,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32875,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
32876,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32877,5,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0
32878,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32879,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
32880,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32881,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32883,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32885,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32886,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32887,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32888,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32890,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32891,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32892,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32893,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32894,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32895,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
32896,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32897,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32898,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32899,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32902,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32903,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32904,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32906,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32907,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32908,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32909,6,0,0,2,1,4,0,2,0,0,0,0,0,0,0,0,0
32910,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32912,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
32913,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32914,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32915,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32916,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32917,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32918,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32919,3,2,2,1,0,2,0,2,0,0,0,0,0,0,0,0,5
32920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32921,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32922,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32923,2,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,3
32924,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
32925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32926,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32927,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32928,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32930,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32931,4,0,0,3,0,3,1,7,0,0,0,0,0,0,0,0,0
32932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32933,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32934,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32935,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32936,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32937,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32938,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32939,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32940,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32941,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32942,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32943,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32944,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32946,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32947,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32948,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32949,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32950,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32951,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32952,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32953,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32954,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32955,6,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
32956,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
32957,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32959,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
32960,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32961,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32963,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32965,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32968,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
32969,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32970,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32971,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32972,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32973,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32974,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32975,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32976,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32977,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32978,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32979,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32980,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32981,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32982,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32983,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32984,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
32985,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32986,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
32987,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32988,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32991,1,1,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0
32992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
